trial_id,oversampling_method,oversampling_threshold,undersampling_method,undersampling_threshold,value,state,start_time,complete_time,total_time
67,smote,0.5,instancehardness,0,0.7686511383076722,COMPLETE,2025-03-29 01:45:04.977420,2025-03-29 01:45:12.501715,7.524295
68,gaussiancopula,0.5,nearmiss,0.0625,0.7009103595167272,COMPLETE,2025-03-29 01:45:12.514835,2025-03-29 01:45:19.948338,7.433503
69,ctgan,auto,nearmiss,0.0625,0.6619649828463268,COMPLETE,2025-03-29 01:45:19.962173,2025-03-29 01:45:28.149489,8.187316
70,fastml,0.25,clustercentroid,auto,0.7502419028024565,COMPLETE,2025-03-29 01:45:28.161932,2025-03-29 01:45:36.673769,8.511837
71,ctgan,0,instancehardness,0.25,0.7469968340117593,COMPLETE,2025-03-29 01:45:36.688191,2025-03-29 01:45:44.562242,7.874051
72,smote,0.5,onesidedselection,0.125,0.7329382151029747,COMPLETE,2025-03-29 01:45:44.584990,2025-03-29 01:45:52.713984,8.128994
73,ctgan,0,condensednn,0,-1.0,ERROR,,,0.0
74,smote,0.25,tomeklinks,0,0.7529984779299848,COMPLETE,2025-03-29 01:46:01.028032,2025-03-29 01:46:09.332731,8.304699
75,random,auto,random,0.0625,0.7305891413169041,COMPLETE,2025-03-29 01:46:09.347397,2025-03-29 01:46:17.098325,7.750928
76,fastml,0.25,condensednn,0.5,0.646045232907978,COMPLETE,2025-03-29 01:46:17.110941,2025-03-29 01:46:23.646160,6.535219
77,fastml,1,clustercentroid,auto,0.7390852390852394,COMPLETE,2025-03-29 01:46:23.668611,2025-03-29 01:46:31.976806,8.308195
78,fastml,0.25,instancehardness,0.0625,0.751313053523296,COMPLETE,2025-03-29 01:46:31.990421,2025-03-29 01:46:39.826315,7.835894
79,fastml,0.5,editednn,0.0625,0.4168571428571429,COMPLETE,2025-03-29 01:46:39.838626,2025-03-29 01:46:45.758893,5.920267
80,tvae,0,clustercentroid,auto,0.7530938215102975,COMPLETE,2025-03-29 01:46:45.771328,2025-03-29 01:46:53.571733,7.800405
81,smote,0.25,nearmiss,0.25,0.764298323036187,COMPLETE,2025-03-29 01:46:53.585703,2025-03-29 01:47:00.719879,7.134176
82,fastml,2,condensednn,0.25,0.5992675635276532,COMPLETE,2025-03-29 01:47:00.754785,2025-03-29 01:47:08.392531,7.637746
83,fastml,1,condensednn,0.5,0.5992675635276532,COMPLETE,2025-03-29 01:47:08.415862,2025-03-29 01:47:16.080468,7.664606
84,adasyn,2,tomeklinks,0.0625,0.7889290917921321,COMPLETE,2025-03-29 01:47:16.103010,2025-03-29 01:47:23.880219,7.777209
85,copulagan,auto,onesidedselection,auto,0.7289839572192512,COMPLETE,2025-03-29 01:47:23.893919,2025-03-29 01:47:31.551768,7.657849
86,adasyn,1,editednn,0,0.7502419028024565,COMPLETE,2025-03-29 01:47:31.564619,2025-03-29 01:47:40.085278,8.520659
87,ctgan,1,clustercentroid,0.5,0.7660290556900726,COMPLETE,2025-03-29 01:47:40.098536,2025-03-29 01:47:48.085427,7.986891
88,fastml,auto,onesidedselection,0.125,0.6735273418655467,COMPLETE,2025-03-29 01:47:48.099578,2025-03-29 01:47:56.263159,8.163581
89,fastml,0.5,clustercentroid,0.0625,0.7389290475485113,COMPLETE,2025-03-29 01:47:56.286925,2025-03-29 01:48:04.227921,7.940996
90,random,1,onesidedselection,0.5,0.7587761049052938,COMPLETE,2025-03-29 01:48:04.240372,2025-03-29 01:48:11.956852,7.71648
91,tvae,0.5,condensednn,0.25,0.7168478701825559,COMPLETE,2025-03-29 01:48:11.969321,2025-03-29 01:48:18.293777,6.324456
92,fastml,2,onesidedselection,0.0625,0.6735273418655467,COMPLETE,2025-03-29 01:48:18.306655,2025-03-29 01:48:26.424904,8.118249
93,copulagan,2,onesidedselection,0.0625,0.7289839572192512,COMPLETE,2025-03-29 01:48:26.450064,2025-03-29 01:48:34.040783,7.590719
94,smote,1,condensednn,0.125,0.6940563261874737,COMPLETE,2025-03-29 01:48:34.053496,2025-03-29 01:48:41.743645,7.690149
95,adasyn,0.25,tomeklinks,0,-1.0,COMPLETE,2025-03-29 01:48:41.756482,2025-03-29 01:48:41.800846,0.044364
96,fastml,0.25,instancehardness,auto,0.7149727725640135,COMPLETE,2025-03-29 01:48:41.813237,2025-03-29 01:48:49.723368,7.910131
97,tvae,0.5,clustercentroid,0.5,0.7153441237038911,COMPLETE,2025-03-29 01:48:49.735511,2025-03-29 01:48:57.025177,7.289666
98,copulagan,auto,clustercentroid,0.0625,0.7168686100870358,COMPLETE,2025-03-29 01:48:57.048075,2025-03-29 01:49:06.802816,9.754741
99,adasyn,1,clustercentroid,0.0625,0.7132516738263864,COMPLETE,2025-03-29 01:49:06.825780,2025-03-29 01:49:14.739467,7.913687
100,adasyn,1,instancehardness,0.25,0.7487251092763478,COMPLETE,2025-03-29 01:49:14.751625,2025-03-29 01:49:22.260028,7.508403
101,gaussiancopula,0.25,nearmiss,0.5,0.7343357192473801,COMPLETE,2025-03-29 01:49:22.274023,2025-03-29 01:49:28.619643,6.34562
102,gaussiancopula,0.25,editednn,0,0.7573318235462984,COMPLETE,2025-03-29 01:49:28.632645,2025-03-29 01:49:35.946695,7.31405
103,fastml,0,onesidedselection,0.25,0.7228604118993135,COMPLETE,2025-03-29 01:49:35.959162,2025-03-29 01:49:42.676574,6.717412
104,tvae,2,nearmiss,0.0625,0.667051154933715,COMPLETE,2025-03-29 01:49:42.690436,2025-03-29 01:49:50.107714,7.417278
105,adasyn,0.25,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 01:49:50.120008,2025-03-29 01:49:50.166464,0.046456
106,tvae,0.25,editednn,0.125,0.6436995219204558,COMPLETE,2025-03-29 01:49:50.178532,2025-03-29 01:49:55.885390,5.706858
107,fastml,0.25,editednn,0.0625,0.5727754813993345,COMPLETE,2025-03-29 01:49:55.898828,2025-03-29 01:50:02.417030,6.518202
108,fastml,auto,condensednn,0.5,0.5992675635276532,COMPLETE,2025-03-29 01:50:02.429602,2025-03-29 01:50:10.159948,7.730346
109,copulagan,0,condensednn,0.0625,0.7122316902168051,COMPLETE,2025-03-29 01:50:10.173156,2025-03-29 01:50:16.272970,6.099814
110,smote,auto,clustercentroid,0.125,0.7477054200265387,COMPLETE,2025-03-29 01:50:16.285569,2025-03-29 01:50:25.010316,8.724747
111,tvae,1,tomeklinks,0.0625,0.7324837834650313,COMPLETE,2025-03-29 01:50:25.022830,2025-03-29 01:50:31.905481,6.882651
112,copulagan,0.25,clustercentroid,auto,0.7648087774294672,COMPLETE,2025-03-29 01:50:31.918635,2025-03-29 01:50:39.893058,7.974423
113,gaussiancopula,0.5,nearmiss,auto,0.7644109208420162,COMPLETE,2025-03-29 01:50:39.907471,2025-03-29 01:50:46.851867,6.944396
114,ctgan,0.5,nearmiss,0.125,0.7015476605131777,COMPLETE,2025-03-29 01:50:46.866893,2025-03-29 01:50:55.447933,8.58104
115,ctgan,2,clustercentroid,0.0625,0.7358257986739,COMPLETE,2025-03-29 01:50:55.462885,2025-03-29 01:51:05.910189,10.447304
116,fastml,0,editednn,0.25,0.5500576354306227,COMPLETE,2025-03-29 01:51:05.933778,2025-03-29 01:51:10.900872,4.967094
117,copulagan,0.25,random,0.25,0.7443607864455921,COMPLETE,2025-03-29 01:51:10.914029,2025-03-29 01:51:18.597037,7.683008
118,tvae,1,condensednn,0.0625,0.7072494929006085,COMPLETE,2025-03-29 01:51:18.610460,2025-03-29 01:51:26.282207,7.671747
119,ctgan,1,onesidedselection,0.5,0.7204006229990483,COMPLETE,2025-03-29 01:51:26.294035,2025-03-29 01:51:33.769691,7.475656
120,random,auto,random,0.125,0.7196162280701754,COMPLETE,2025-03-29 01:51:33.791898,2025-03-29 01:51:42.189957,8.398059
121,adasyn,0,onesidedselection,auto,0.7228604118993135,COMPLETE,2025-03-29 01:51:42.214119,2025-03-29 01:51:48.862264,6.648145
122,smote,0.25,onesidedselection,0,0.7529984779299848,COMPLETE,2025-03-29 01:51:48.875309,2025-03-29 01:51:57.069016,8.193707
123,ctgan,0,condensednn,0.0625,0.7122316902168051,COMPLETE,2025-03-29 01:51:57.081626,2025-03-29 01:52:03.056479,5.974853
124,ctgan,0.5,condensednn,0.125,0.6351611253196932,COMPLETE,2025-03-29 01:52:03.068717,2025-03-29 01:52:10.243126,7.174409
125,tvae,0.5,condensednn,0.5,0.7168478701825559,COMPLETE,2025-03-29 01:52:10.255748,2025-03-29 01:52:16.808935,6.553187
126,gaussiancopula,0.5,condensednn,0.0625,0.6584240279086349,COMPLETE,2025-03-29 01:52:16.822359,2025-03-29 01:52:22.915039,6.09268
127,adasyn,auto,editednn,0.5,0.43810172980844064,COMPLETE,2025-03-29 01:52:22.929143,2025-03-29 01:52:29.447079,6.517936
128,random,0.5,instancehardness,0.5,0.7271512697828487,COMPLETE,2025-03-29 01:52:29.460863,2025-03-29 01:52:37.083288,7.622425
129,tvae,auto,random,0.0625,0.7211085426079648,COMPLETE,2025-03-29 01:52:37.096314,2025-03-29 01:52:44.712203,7.615889
130,tvae,auto,nearmiss,0.5,0.697643810400368,COMPLETE,2025-03-29 01:52:44.725259,2025-03-29 01:52:51.913197,7.187938
131,smote,0.25,condensednn,0.25,0.703421052631579,COMPLETE,2025-03-29 01:52:51.936256,2025-03-29 01:52:58.305685,6.369429
132,random,2,random,auto,0.7486739808947318,COMPLETE,2025-03-29 01:52:58.317648,2025-03-29 01:53:05.242409,6.924761
133,tvae,0.25,clustercentroid,0.25,0.7341316614420061,COMPLETE,2025-03-29 01:53:05.255557,2025-03-29 01:53:12.687389,7.431832
134,random,0,nearmiss,0,-1.0,ERROR,,,0.0
135,gaussiancopula,0.5,clustercentroid,auto,0.7648087774294672,COMPLETE,2025-03-29 01:53:20.794966,2025-03-29 01:53:28.955502,8.160536
136,fastml,auto,editednn,0,0.7052529761904762,COMPLETE,2025-03-29 01:53:28.980128,2025-03-29 01:53:37.740786,8.760658
137,ctgan,0.25,random,0,0.7838736681887366,COMPLETE,2025-03-29 01:53:37.753424,2025-03-29 01:53:45.970340,8.216916
138,copulagan,2,instancehardness,0.25,0.7648087774294672,COMPLETE,2025-03-29 01:53:45.983201,2025-03-29 01:53:54.101174,8.117973
139,copulagan,0.5,tomeklinks,auto,0.7423917914848449,COMPLETE,2025-03-29 01:53:54.114813,2025-03-29 01:54:01.762253,7.64744
140,random,0.25,condensednn,0.25,0.6794071650841778,COMPLETE,2025-03-29 01:54:01.785005,2025-03-29 01:54:08.175407,6.390402
141,random,1,editednn,auto,0.6159590792838874,COMPLETE,2025-03-29 01:54:08.197224,2025-03-29 01:54:14.402692,6.205468
142,gaussiancopula,0.25,tomeklinks,0,0.7573318235462984,COMPLETE,2025-03-29 01:54:14.415668,2025-03-29 01:54:21.718150,7.302482
143,adasyn,0.25,random,0.25,-1.0,COMPLETE,2025-03-29 01:54:21.730386,2025-03-29 01:54:21.777332,0.046946
144,random,0.25,condensednn,0.0625,0.6794071650841778,COMPLETE,2025-03-29 01:54:21.789283,2025-03-29 01:54:28.156531,6.367248
145,adasyn,0,tomeklinks,auto,0.751313053523296,COMPLETE,2025-03-29 01:54:28.178433,2025-03-29 01:54:35.121924,6.943491
146,smote,1,tomeklinks,0.125,0.7852601880877742,COMPLETE,2025-03-29 01:54:35.134902,2025-03-29 01:54:43.158155,8.023253
147,ctgan,auto,onesidedselection,0.25,0.7204006229990483,COMPLETE,2025-03-29 01:54:43.179903,2025-03-29 01:54:50.617210,7.437307
148,smote,auto,clustercentroid,0.0625,0.7573423671550806,COMPLETE,2025-03-29 01:54:50.639711,2025-03-29 01:54:58.813384,8.173673
149,ctgan,auto,editednn,0.0625,0.5799551569506726,COMPLETE,2025-03-29 01:54:58.835562,2025-03-29 01:55:04.628599,5.793037
150,ctgan,2,clustercentroid,0.125,0.775793142096599,COMPLETE,2025-03-29 01:55:04.641623,2025-03-29 01:55:13.480444,8.838821
151,tvae,0.25,random,auto,0.7243106520491679,COMPLETE,2025-03-29 01:55:13.492522,2025-03-29 01:55:19.959108,6.466586
152,tvae,1,onesidedselection,0.25,0.7443607864455921,COMPLETE,2025-03-29 01:55:19.972675,2025-03-29 01:55:27.171685,7.19901
153,gaussiancopula,2,onesidedselection,0.125,0.7327827996958689,COMPLETE,2025-03-29 01:55:27.194710,2025-03-29 01:55:34.705951,7.511241
154,tvae,0,onesidedselection,0.125,0.7228604118993135,COMPLETE,2025-03-29 01:55:34.718019,2025-03-29 01:55:41.444577,6.726558
155,copulagan,auto,editednn,0.5,0.46681309604265225,COMPLETE,2025-03-29 01:55:41.457933,2025-03-29 01:55:47.466907,6.008974
156,random,0.5,tomeklinks,0,0.7587761049052938,COMPLETE,2025-03-29 01:55:47.479445,2025-03-29 01:55:55.702548,8.223103
157,adasyn,1,nearmiss,0.125,0.6486647173489279,COMPLETE,2025-03-29 01:55:55.715241,2025-03-29 01:56:03.647766,7.932525
158,fastml,auto,instancehardness,0.25,0.7069402527297265,COMPLETE,2025-03-29 01:56:03.670279,2025-03-29 01:56:12.305271,8.634992
159,tvae,1,editednn,0.0625,0.4895046904315196,COMPLETE,2025-03-29 01:56:12.318547,2025-03-29 01:56:18.070299,5.751752
160,copulagan,auto,onesidedselection,0.125,0.7289839572192512,COMPLETE,2025-03-29 01:56:18.093291,2025-03-29 01:56:25.938462,7.845171
161,smote,0,tomeklinks,0.25,0.751313053523296,COMPLETE,2025-03-29 01:56:25.951316,2025-03-29 01:56:32.911863,6.960547
162,fastml,0.25,instancehardness,0,0.7495218295218296,COMPLETE,2025-03-29 01:56:32.923883,2025-03-29 01:56:40.980901,8.057018
163,random,auto,condensednn,0.0625,0.7081169711960424,COMPLETE,2025-03-29 01:56:41.002280,2025-03-29 01:56:48.095023,7.092743
164,smote,2,nearmiss,0.5,0.7307887678399946,COMPLETE,2025-03-29 01:56:48.118686,2025-03-29 01:56:55.417559,7.298873
165,adasyn,1,tomeklinks,auto,0.7889290917921321,COMPLETE,2025-03-29 01:56:55.430170,2025-03-29 01:57:03.285298,7.855128
166,fastml,auto,onesidedselection,0,0.7052529761904762,COMPLETE,2025-03-29 01:57:03.308932,2025-03-29 01:57:12.168431,8.859499
167,adasyn,2,tomeklinks,0.125,0.7889290917921321,COMPLETE,2025-03-29 01:57:12.184200,2025-03-29 01:57:20.083638,7.899438
168,ctgan,0.25,random,0.25,0.7443573667711598,COMPLETE,2025-03-29 01:57:20.099275,2025-03-29 01:57:27.118790,7.019515
169,ctgan,1,condensednn,0.125,0.6653125,COMPLETE,2025-03-29 01:57:27.137829,2025-03-29 01:57:35.044882,7.907053
170,tvae,2,clustercentroid,0.0625,0.7477054200265387,COMPLETE,2025-03-29 01:57:35.060840,2025-03-29 01:57:44.363335,9.302495
171,gaussiancopula,0.25,onesidedselection,0,0.7573318235462984,COMPLETE,2025-03-29 01:57:44.376248,2025-03-29 01:57:51.831071,7.454823
172,gaussiancopula,0.25,editednn,auto,0.57908617508026,COMPLETE,2025-03-29 01:57:51.844337,2025-03-29 01:57:57.504881,5.660544
173,smote,0.5,tomeklinks,0.25,0.7744359880402284,COMPLETE,2025-03-29 01:57:57.517292,2025-03-29 01:58:06.160987,8.643695
174,fastml,1,condensednn,0,0.7052529761904762,COMPLETE,2025-03-29 01:58:06.184255,2025-03-29 01:58:15.120864,8.936609
175,adasyn,0,random,0,-1.0,ERROR,,,0.0
176,random,2,random,0.125,0.7196162280701754,COMPLETE,2025-03-29 01:58:23.598911,2025-03-29 01:58:32.080511,8.4816
177,ctgan,2,editednn,0.25,0.5799551569506726,COMPLETE,2025-03-29 01:58:32.103994,2025-03-29 01:58:38.262071,6.158077
178,gaussiancopula,auto,editednn,0.0625,0.3464418675617943,COMPLETE,2025-03-29 01:58:38.274593,2025-03-29 01:58:43.775900,5.501307
179,copulagan,0.25,instancehardness,0.5,0.7882836363636363,COMPLETE,2025-03-29 01:58:43.798838,2025-03-29 01:58:52.740543,8.941705
180,copulagan,0.5,instancehardness,auto,0.7730645161290322,COMPLETE,2025-03-29 01:58:52.754406,2025-03-29 01:59:00.367071,7.612665
181,smote,0.5,onesidedselection,0.0625,0.7329382151029747,COMPLETE,2025-03-29 01:59:00.381940,2025-03-29 01:59:08.159815,7.777875
182,gaussiancopula,0.5,random,0.125,0.7179344944461223,COMPLETE,2025-03-29 01:59:08.172090,2025-03-29 01:59:15.313738,7.141648
183,fastml,1,nearmiss,0.5,0.7118315575849822,COMPLETE,2025-03-29 01:59:15.327310,2025-03-29 01:59:21.902673,6.575363
184,copulagan,auto,condensednn,0.5,0.5889968730456535,COMPLETE,2025-03-29 01:59:21.914839,2025-03-29 01:59:29.594642,7.679803
185,fastml,1,tomeklinks,0.125,0.6691497060153776,COMPLETE,2025-03-29 01:59:29.619316,2025-03-29 01:59:37.030902,7.411586
186,copulagan,1,tomeklinks,0.125,0.7044206848357792,COMPLETE,2025-03-29 01:59:37.043763,2025-03-29 01:59:44.493810,7.450047
187,gaussiancopula,2,clustercentroid,0.0625,0.7170045890696705,COMPLETE,2025-03-29 01:59:44.506381,2025-03-29 01:59:52.744344,8.237963
188,gaussiancopula,0,editednn,0.0625,0.5500576354306227,COMPLETE,2025-03-29 01:59:52.757573,2025-03-29 01:59:57.670174,4.912601
189,ctgan,0.5,random,0,0.7286486486486488,COMPLETE,2025-03-29 01:59:57.683361,2025-03-29 02:00:06.003255,8.319894
190,random,1,tomeklinks,0.0625,0.7676581289273069,COMPLETE,2025-03-29 02:00:06.025524,2025-03-29 02:00:13.537263,7.511739
191,random,0.25,instancehardness,0,0.7574677953625323,COMPLETE,2025-03-29 02:00:13.559631,2025-03-29 02:00:21.061680,7.502049
192,adasyn,1,clustercentroid,0.5,0.726507099244915,COMPLETE,2025-03-29 02:00:21.074112,2025-03-29 02:00:29.384385,8.310273
193,smote,2,condensednn,0,0.7622078075244721,COMPLETE,2025-03-29 02:00:29.397704,2025-03-29 02:00:37.724610,8.326906
194,smote,auto,condensednn,auto,0.6940563261874737,COMPLETE,2025-03-29 02:00:37.738674,2025-03-29 02:00:45.378563,7.639889
195,ctgan,2,onesidedselection,0.125,0.7204006229990483,COMPLETE,2025-03-29 02:00:45.392131,2025-03-29 02:00:52.936686,7.544555
196,ctgan,0.25,random,0.125,0.7443573667711598,COMPLETE,2025-03-29 02:00:52.959414,2025-03-29 02:00:59.747055,6.787641
197,fastml,0.25,nearmiss,0,0.7495218295218296,COMPLETE,2025-03-29 02:00:59.760856,2025-03-29 02:01:07.752049,7.991193
