group1,group2,p_value,reject,test_used,effect_type,effect_value,effect_interpretation
1 + 0.0625,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0106,negligible
1 + 0.0625,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0515,negligible
1 + 0.0625,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0302,negligible
1 + 0.0625,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0141,negligible
1 + auto,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0474,negligible
1 + 0.5,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0163,negligible
1 + 0.125,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0368,negligible
1 + 0.125,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0538,negligible
1 + 0.5,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.019,negligible
1 + 0.5,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0059,negligible
1 + 0.5,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0246,negligible
1 + 0.25,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0344,negligible
1 + 0.25,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0213,negligible
1 + 0.25,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0007,negligible
1 + 0.25,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0088,negligible
1 + 0.5,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0084,negligible
1 + 0.25,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0141,negligible
1 + 0.5,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0264,negligible
1 + 0.25,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0443,negligible
1 + 0.25,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0261,negligible
1 + 0.25,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0119,negligible
1 + 0.25,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0092,negligible
1 + 0.25,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.003,negligible
1 + 0.5,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0303,negligible
1 + 0.25,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0418,negligible
1 + 0.25,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0182,negligible
1 + 0.5,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0261,negligible
1 + 0.125,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0438,negligible
1 + 0.125,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0323,negligible
1 + 0.125,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0117,negligible
1 + 0.125,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0035,negligible
1 + 0.125,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0028,negligible
1 + 0.0625,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0031,negligible
0.5 + 0.5,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0157,negligible
1 + auto,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0306,negligible
1 + auto,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0022,negligible
0.5 + auto,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0367,negligible
0.5 + auto,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0399,negligible
0.5 + auto,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0144,negligible
0.5 + auto,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0037,negligible
0.5 + auto,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0182,negligible
0.5 + auto,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0348,negligible
0.5 + auto,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0284,negligible
2 + 0.125,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0403,negligible
0.5 + auto,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0124,negligible
0.5 + auto,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0119,negligible
0.5 + auto,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0311,negligible
0.5 + auto,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0292,negligible
1 + 0.5,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0193,negligible
2 + 0.25,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0146,negligible
0.5 + 0.5,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0256,negligible
0.5 + 0.5,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0123,negligible
0.5 + 0.5,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0093,negligible
0.5 + 0.5,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.016,negligible
0.5 + 0.5,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0199,negligible
2 + 0.25,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0328,negligible
0.5 + 0.5,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0355,negligible
0.5 + 0.5,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0175,negligible
0.5 + auto,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.038,negligible
0.5 + auto,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0102,negligible
0.5 + auto,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0037,negligible
2 + 0.125,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0291,negligible
1 + auto,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0524,negligible
1 + auto,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.049,negligible
1 + auto,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0428,negligible
1 + auto,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0224,negligible
1 + auto,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0087,negligible
1 + 0,auto + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0097,negligible
2 + 0,auto + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0045,negligible
2 + 0.0625,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0046,negligible
2 + 0.0625,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0151,negligible
2 + 0.0625,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0276,negligible
2 + 0.0625,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0443,negligible
2 + 0.0625,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0101,negligible
2 + 0.0625,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0043,negligible
2 + 0.0625,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0029,negligible
2 + 0.0625,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0231,negligible
2 + 0.0625,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0342,negligible
2 + 0.125,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0209,negligible
2 + 0.125,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0339,negligible
2 + 0.125,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0505,negligible
2 + 0.125,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0067,negligible
1 + 0,2 + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0068,negligible
2 + 0.125,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0003,negligible
2 + 0.125,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0087,negligible
1 + auto,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0162,negligible
0 + 0.0625,0 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0297,negligible
0.25 + auto,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0377,negligible
0.5 + 0,2 + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0011,negligible
0 + 0.5,0.25 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0002,negligible
0 + 0.5,0.25 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0306,negligible
0 + 0.5,0.25 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0374,negligible
0 + 0.5,0.25 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0424,negligible
0 + 0.5,0 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.021,negligible
0 + 0.25,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0839,negligible
0 + 0.25,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0706,negligible
0 + 0.25,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0437,negligible
0 + 0.25,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0357,negligible
0 + 0.25,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0284,negligible
0 + 0.25,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0933,negligible
0 + 0.25,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.075,negligible
0 + 0.25,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0588,negligible
0 + 0.5,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0196,negligible
0 + 0.25,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0345,negligible
0 + 0.25,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0917,negligible
0 + 0.25,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0676,negligible
0 + 0.25,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0479,negligible
0 + 0.25,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0352,negligible
0 + 0.25,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0332,negligible
0 + 0.25,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0784,negligible
0 + 0.25,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0569,negligible
0 + 0.25,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0375,negligible
0 + 0.25,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0104,negligible
0 + 0.25,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.017,negligible
0 + 0.25,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0553,negligible
0 + 0.25,0.25 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0387,negligible
0 + 0.25,0.25 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.006,negligible
0 + 0.25,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0429,negligible
0 + 0.25,0.25 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0017,negligible
0 + 0.5,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0155,negligible
0 + 0.5,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0038,negligible
0 + auto,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0189,negligible
0 + auto,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0287,negligible
0 + auto,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.004,negligible
0 + auto,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0153,negligible
0 + auto,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0395,negligible
0 + auto,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0341,negligible
0 + auto,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0031,negligible
0 + auto,0.25 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0198,negligible
0 + auto,0.25 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0496,negligible
0 + auto,0.25 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0566,negligible
0 + auto,0.25 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0608,negligible
0 + 0.5,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0499,negligible
0 + 0.5,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0342,negligible
0 + 0.5,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0217,negligible
0 + 0.5,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0082,negligible
0 + 0.5,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0039,negligible
0 + 0.5,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0607,negligible
0 + 0.5,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0407,negligible
0 + 0.5,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0242,negligible
0 + 0.5,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0018,negligible
0 + 0.5,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0102,negligible
0 + 0.5,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0601,negligible
0 + 0.5,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0341,negligible
0 + 0.5,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0126,negligible
0 + 0.5,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0018,negligible
0 + 0.5,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0002,negligible
0 + 0.5,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0463,negligible
0 + 0.5,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.023,negligible
0 + 0.5,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.002,negligible
0 + auto,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0173,negligible
0 + 0.25,0.25 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0079,negligible
0 + 0.25,0 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0424,negligible
0 + 0.0625,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0572,negligible
0 + 0.0625,auto + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.1223,negligible
0 + 0.0625,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.1185,negligible
0 + 0.0625,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.1026,negligible
0 + 0.0625,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0897,negligible
0 + 0.0625,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.065,negligible
0 + 0.0625,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0723,negligible
0 + 0.0625,2 + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.1107,negligible
0 + 0.0625,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.1168,negligible
0 + 0.0625,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0962,negligible
0 + 0.0625,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0804,negligible
0 + 0.0625,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0672,negligible
0 + 0.0625,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0629,negligible
0 + 0.0625,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0665,negligible
0 + 0.0625,1 + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.1023,negligible
0 + 0.0625,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0846,negligible
0 + 0.0625,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0707,negligible
0 + 0.0625,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0426,negligible
0 + 0.0625,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0483,negligible
0 + 0.0625,0.5 + 0,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.1187,negligible
0 + 0.0625,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0841,negligible
0 + 0.0625,0.25 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0726,negligible
0 + 0.0625,0.25 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0447,negligible
0 + 0.0625,0.25 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0351,negligible
0 + 0.0625,0.25 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.028,negligible
0 + 0.0625,0 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0927,negligible
0 + 0.0625,0 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0773,negligible
0 + 0.0625,0 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0403,negligible
0 + 0.0625,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.1021,negligible
0 + 0.25,0 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0612,negligible
0 + 0.0625,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0749,negligible
0 + 0.0625,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.1089,negligible
0 + 0.125,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0877,negligible
0 + 0.125,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0762,negligible
0 + 0.125,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0512,negligible
0 + 0.125,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0445,negligible
0 + 0.125,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0357,negligible
0 + 0.125,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0968,negligible
0 + 0.125,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0797,negligible
0 + 0.125,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0653,negligible
0 + 0.125,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0413,negligible
0 + 0.125,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0493,negligible
0 + 0.125,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0951,negligible
0 + 0.125,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0724,negligible
0 + 0.125,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0554,negligible
0 + 0.0625,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0987,negligible
0 + 0.125,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.044,negligible
0 + 0.125,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0803,negligible
0 + 0.125,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0589,negligible
0 + 0.125,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0438,negligible
0 + 0.125,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0165,negligible
0 + 0.125,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.025,negligible
0 + 0.125,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0594,negligible
0 + 0.125,0.25 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0446,negligible
0 + 0.125,0.25 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0156,negligible
0 + 0.125,0.25 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0076,negligible
0 + 0.125,0.25 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0009,negligible
0 + 0.125,0 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0654,negligible
0 + 0.125,0 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0469,negligible
0 + 0.125,0 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0083,negligible
0 + 0.125,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.041,negligible
0 + auto,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0055,negligible
0 + auto,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.014,negligible
0 + auto,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.043,negligible
0.25 + 0.5,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0296,negligible
0.25 + 0.5,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0095,negligible
0.25 + 0.5,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.003,negligible
0.25 + 0.5,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.004,negligible
0.25 + 0.5,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0433,negligible
0.25 + 0.5,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0208,negligible
0.25 + 0.5,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0021,negligible
0.25 + 0.5,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.022,negligible
0.25 + 0.5,0.5 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.019,negligible
0.25 + 0.5,0.25 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.021,negligible
0.25 + 0.25,auto + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.069,negligible
0.25 + 0.25,auto + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0564,negligible
0.25 + 0.25,auto + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0342,negligible
0.25 + 0.5,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0546,negligible
0.25 + 0.25,auto + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0246,negligible
0.25 + 0.25,2 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0769,negligible
0.25 + 0.25,2 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0596,negligible
0.25 + 0.25,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0463,negligible
0.25 + 0.25,2 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0225,negligible
0.25 + 0.25,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0288,negligible
0.25 + 0.25,1 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0753,negligible
0.25 + 0.25,1 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0527,negligible
0.25 + 0.25,1 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0346,negligible
0.25 + 0.25,1 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.02,negligible
0.25 + 0.25,1 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0172,negligible
0.25 + 0.25,0.5 + auto,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0634,negligible
0.25 + 0.25,0.5 + 0.5,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0433,negligible
0.25 + 0.25,0.5 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0261,negligible
0.25 + 0.25,auto + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0183,negligible
0.25 + 0.25,0.5 + 0.125,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,0.0006,negligible
0.25 + 0.5,2 + 0.0625,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.008,negligible
0.25 + 0.5,2 + 0.25,1.0,False,Kruskal-Wallis + Dunn,Cliff's delta,-0.0223,negligible
