trial_id,oversampling_method,oversampling_threshold,undersampling_method,undersampling_threshold,value,state,start_time,complete_time,total_time
68,random,2,editednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:39.375428,2025-03-29 21:35:39.442208,0.06678
69,tvae,auto,onesidedselection,auto,-1.0,COMPLETE,2025-03-29 21:35:39.454552,2025-03-29 21:35:39.535629,0.081077
70,random,2,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:39.547560,2025-03-29 21:35:39.613877,0.066317
71,copulagan,0,editednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:39.627200,2025-03-29 21:35:39.992366,0.365166
72,random,2,nearmiss,0.125,-1.0,COMPLETE,2025-03-29 21:35:40.004409,2025-03-29 21:35:40.069030,0.064621
73,tvae,2,nearmiss,0.5,-1.0,COMPLETE,2025-03-29 21:35:40.081962,2025-03-29 21:35:40.165466,0.083504
74,smote,2,editednn,auto,-1.0,COMPLETE,2025-03-29 21:35:40.177768,2025-03-29 21:35:40.225033,0.047265
75,copulagan,2,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:40.236796,2025-03-29 21:35:40.567050,0.330254
76,copulagan,auto,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:40.589073,2025-03-29 21:35:40.934938,0.345865
77,tvae,2,nearmiss,0,-1.0,COMPLETE,2025-03-29 21:35:40.947192,2025-03-29 21:35:41.025701,0.078509
78,copulagan,2,editednn,0,-1.0,COMPLETE,2025-03-29 21:35:41.037601,2025-03-29 21:35:41.389768,0.352167
79,copulagan,0,onesidedselection,0.125,-1.0,COMPLETE,2025-03-29 21:35:41.401947,2025-03-29 21:35:41.771845,0.369898
80,copulagan,1,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:41.783958,2025-03-29 21:35:42.142235,0.358277
81,fastml,auto,onesidedselection,0.125,-1.0,COMPLETE,2025-03-29 21:35:42.154312,2025-03-29 21:35:42.204370,0.050058
82,random,1,nearmiss,0.125,-1.0,COMPLETE,2025-03-29 21:35:42.216545,2025-03-29 21:35:42.281675,0.06513
83,smote,0.5,clustercentroid,auto,-1.0,COMPLETE,2025-03-29 21:35:42.293385,2025-03-29 21:35:42.341603,0.048218
84,smote,1,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:42.353397,2025-03-29 21:35:42.438801,0.085404
85,tvae,0,nearmiss,0.25,-1.0,COMPLETE,2025-03-29 21:35:42.451232,2025-03-29 21:35:42.530081,0.078849
86,smote,2,clustercentroid,auto,-1.0,COMPLETE,2025-03-29 21:35:42.542073,2025-03-29 21:35:42.590330,0.048257
87,smote,0,editednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:42.602168,2025-03-29 21:35:42.644475,0.042307
88,gaussiancopula,1,random,0,-1.0,COMPLETE,2025-03-29 21:35:42.656692,2025-03-29 21:35:42.734441,0.077749
89,copulagan,0,instancehardness,0.0625,-1.0,COMPLETE,2025-03-29 21:35:42.746650,2025-03-29 21:35:43.105425,0.358775
90,ctgan,2,condensednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:43.117910,2025-03-29 21:35:43.199069,0.081159
91,random,0.5,clustercentroid,0.0625,-1.0,COMPLETE,2025-03-29 21:35:43.212902,2025-03-29 21:35:43.282255,0.069353
92,smote,0.5,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:43.295998,2025-03-29 21:35:43.346662,0.050664
93,tvae,1,onesidedselection,auto,-1.0,COMPLETE,2025-03-29 21:35:43.359142,2025-03-29 21:35:43.441843,0.082701
94,adasyn,0.25,condensednn,0,-1.0,COMPLETE,2025-03-29 21:35:43.454051,2025-03-29 21:35:43.531914,0.077863
95,adasyn,0.5,condensednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:43.544320,2025-03-29 21:35:43.593668,0.049348
96,copulagan,1,nearmiss,0.25,-1.0,COMPLETE,2025-03-29 21:35:43.605937,2025-03-29 21:35:43.972622,0.366685
97,smote,0,clustercentroid,0,-1.0,ERROR,,,0.0
98,smote,0,tomeklinks,0,-1.0,ERROR,,,0.0
99,copulagan,0,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:44.154360,2025-03-29 21:35:44.522490,0.36813
100,ctgan,1,tomeklinks,0.125,-1.0,COMPLETE,2025-03-29 21:35:44.535692,2025-03-29 21:35:44.619535,0.083843
101,fastml,1,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:44.646801,2025-03-29 21:35:44.700717,0.053916
102,adasyn,0.5,random,auto,-1.0,COMPLETE,2025-03-29 21:35:44.713157,2025-03-29 21:35:44.795271,0.082114
103,smote,2,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:44.807406,2025-03-29 21:35:44.857708,0.050302
104,ctgan,0,tomeklinks,auto,-1.0,COMPLETE,2025-03-29 21:35:44.869827,2025-03-29 21:35:44.949181,0.079354
105,smote,2,instancehardness,0.25,-1.0,COMPLETE,2025-03-29 21:35:44.960756,2025-03-29 21:35:45.511385,0.550629
106,smote,auto,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:45.535733,2025-03-29 21:35:45.586521,0.050788
107,fastml,auto,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:45.598206,2025-03-29 21:35:45.650589,0.052383
108,tvae,0.25,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:45.662800,2025-03-29 21:35:45.741602,0.078802
109,adasyn,0.25,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:45.753839,2025-03-29 21:35:45.804524,0.050685
110,copulagan,1,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:45.816606,2025-03-29 21:35:46.160628,0.344022
111,random,0.25,clustercentroid,0,-1.0,COMPLETE,2025-03-29 21:35:46.172790,2025-03-29 21:35:46.264490,0.0917
112,random,2,clustercentroid,0.0625,-1.0,COMPLETE,2025-03-29 21:35:46.276796,2025-03-29 21:35:46.340767,0.063971
113,tvae,0.25,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:46.352930,2025-03-29 21:35:46.431966,0.079036
114,random,auto,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:46.444934,2025-03-29 21:35:46.509951,0.065017
115,ctgan,1,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:46.522171,2025-03-29 21:35:46.603609,0.081438
116,smote,0.25,onesidedselection,0,-1.0,COMPLETE,2025-03-29 21:35:46.615838,2025-03-29 21:35:46.691104,0.075266
117,ctgan,1,condensednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:46.703295,2025-03-29 21:35:46.783036,0.079741
118,adasyn,auto,onesidedselection,0.125,-1.0,COMPLETE,2025-03-29 21:35:46.795131,2025-03-29 21:35:46.844826,0.049695
119,random,0.5,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:46.856707,2025-03-29 21:35:46.921830,0.065123
120,tvae,0.5,condensednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:46.933775,2025-03-29 21:35:47.017485,0.08371
121,gaussiancopula,0.25,nearmiss,0,-1.0,COMPLETE,2025-03-29 21:35:47.040850,2025-03-29 21:35:47.119938,0.079088
122,adasyn,0.5,tomeklinks,0.125,-1.0,COMPLETE,2025-03-29 21:35:47.131811,2025-03-29 21:35:47.180541,0.04873
123,tvae,0.25,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:47.193022,2025-03-29 21:35:47.272941,0.079919
124,adasyn,1,onesidedselection,0,-1.0,COMPLETE,2025-03-29 21:35:47.285021,2025-03-29 21:35:47.361249,0.076228
125,ctgan,0,editednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:47.373513,2025-03-29 21:35:47.453820,0.080307
126,fastml,0.5,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:47.466101,2025-03-29 21:35:47.517490,0.051389
127,smote,1,nearmiss,auto,-1.0,COMPLETE,2025-03-29 21:35:47.529431,2025-03-29 21:35:47.585260,0.055829
128,smote,1,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:47.597958,2025-03-29 21:35:47.649562,0.051604
129,ctgan,0.25,nearmiss,0.125,-1.0,COMPLETE,2025-03-29 21:35:47.662089,2025-03-29 21:35:47.744109,0.08202
130,fastml,0,tomeklinks,auto,-1.0,COMPLETE,2025-03-29 21:35:47.756054,2025-03-29 21:35:47.808528,0.052474
131,copulagan,0,nearmiss,0.125,-1.0,COMPLETE,2025-03-29 21:35:47.820477,2025-03-29 21:35:48.163599,0.343122
132,random,0.5,onesidedselection,0.5,-1.0,COMPLETE,2025-03-29 21:35:48.175748,2025-03-29 21:35:48.239646,0.063898
133,fastml,0.5,nearmiss,0.5,-1.0,COMPLETE,2025-03-29 21:35:48.251442,2025-03-29 21:35:48.304173,0.052731
134,fastml,0.25,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:48.316089,2025-03-29 21:35:48.367238,0.051149
135,gaussiancopula,0,tomeklinks,0.0625,-1.0,COMPLETE,2025-03-29 21:35:48.379648,2025-03-29 21:35:48.430567,0.050919
136,fastml,0.5,instancehardness,0,-1.0,COMPLETE,2025-03-29 21:35:48.442532,2025-03-29 21:35:48.522792,0.08026
137,tvae,auto,nearmiss,0.125,-1.0,COMPLETE,2025-03-29 21:35:48.534838,2025-03-29 21:35:48.615670,0.080832
138,gaussiancopula,auto,clustercentroid,auto,-1.0,COMPLETE,2025-03-29 21:35:48.627740,2025-03-29 21:35:48.681081,0.053341
139,random,0.5,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:48.693312,2025-03-29 21:35:48.760414,0.067102
140,gaussiancopula,0.5,clustercentroid,0.25,-1.0,COMPLETE,2025-03-29 21:35:48.772557,2025-03-29 21:35:48.825087,0.05253
141,random,0.25,editednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:48.836992,2025-03-29 21:35:48.902520,0.065528
142,fastml,2,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:48.914294,2025-03-29 21:35:48.966568,0.052274
143,gaussiancopula,auto,nearmiss,0,-1.0,COMPLETE,2025-03-29 21:35:48.978814,2025-03-29 21:35:49.058238,0.079424
144,smote,auto,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:49.070530,2025-03-29 21:35:49.122723,0.052193
145,adasyn,auto,editednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:49.134750,2025-03-29 21:35:49.186726,0.051976
146,tvae,1,onesidedselection,0.125,-1.0,COMPLETE,2025-03-29 21:35:49.198847,2025-03-29 21:35:49.295581,0.096734
147,smote,auto,clustercentroid,0,-1.0,COMPLETE,2025-03-29 21:35:49.318908,2025-03-29 21:35:49.398103,0.079195
148,tvae,2,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:49.410668,2025-03-29 21:35:49.494314,0.083646
149,fastml,0.5,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:49.520706,2025-03-29 21:35:49.574062,0.053356
150,fastml,0.5,nearmiss,0.25,-1.0,COMPLETE,2025-03-29 21:35:49.586392,2025-03-29 21:35:49.640801,0.054409
151,random,0.5,editednn,auto,-1.0,COMPLETE,2025-03-29 21:35:49.654653,2025-03-29 21:35:49.727545,0.072892
152,tvae,0.5,condensednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:49.740220,2025-03-29 21:35:49.826886,0.086666
153,fastml,auto,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:49.850357,2025-03-29 21:35:49.903523,0.053166
154,ctgan,2,editednn,0.5,-1.0,COMPLETE,2025-03-29 21:35:49.915737,2025-03-29 21:35:50.000905,0.085168
155,copulagan,2,onesidedselection,auto,-1.0,COMPLETE,2025-03-29 21:35:50.023581,2025-03-29 21:35:50.358121,0.33454
156,copulagan,2,instancehardness,0.125,-1.0,COMPLETE,2025-03-29 21:35:50.370087,2025-03-29 21:35:50.701350,0.331263
157,adasyn,0.25,tomeklinks,auto,-1.0,COMPLETE,2025-03-29 21:35:50.713469,2025-03-29 21:35:50.763164,0.049695
158,ctgan,0.5,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:50.774672,2025-03-29 21:35:50.856602,0.08193
159,smote,0.5,random,0.125,-1.0,COMPLETE,2025-03-29 21:35:50.873094,2025-03-29 21:35:50.960310,0.087216
160,random,auto,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:50.972569,2025-03-29 21:35:51.039606,0.067037
161,tvae,0,instancehardness,0.0625,-1.0,COMPLETE,2025-03-29 21:35:51.051978,2025-03-29 21:35:51.133456,0.081478
162,tvae,2,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:51.145688,2025-03-29 21:35:51.227715,0.082027
163,tvae,2,tomeklinks,0.5,-1.0,COMPLETE,2025-03-29 21:35:51.240103,2025-03-29 21:35:51.323663,0.08356
164,gaussiancopula,2,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:51.335981,2025-03-29 21:35:51.389812,0.053831
165,fastml,auto,tomeklinks,0.125,-1.0,COMPLETE,2025-03-29 21:35:51.402437,2025-03-29 21:35:51.455862,0.053425
166,copulagan,0.25,editednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:51.468425,2025-03-29 21:35:51.802780,0.334355
167,ctgan,1,nearmiss,0.5,-1.0,COMPLETE,2025-03-29 21:35:51.815510,2025-03-29 21:35:51.901051,0.085541
168,copulagan,1,condensednn,0,-1.0,COMPLETE,2025-03-29 21:35:51.925273,2025-03-29 21:35:52.264460,0.339187
169,tvae,2,nearmiss,auto,-1.0,COMPLETE,2025-03-29 21:35:52.277465,2025-03-29 21:35:52.358827,0.081362
170,random,0,editednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:52.371101,2025-03-29 21:35:52.416916,0.045815
171,gaussiancopula,0.5,condensednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:52.429395,2025-03-29 21:35:52.483477,0.054082
172,random,0,nearmiss,0,-1.0,ERROR,,,0.0
173,tvae,auto,tomeklinks,0.5,-1.0,COMPLETE,2025-03-29 21:35:52.582188,2025-03-29 21:35:52.663658,0.08147
174,fastml,1,clustercentroid,0,-1.0,COMPLETE,2025-03-29 21:35:52.676068,2025-03-29 21:35:52.756701,0.080633
175,fastml,2,onesidedselection,0,-1.0,COMPLETE,2025-03-29 21:35:52.769219,2025-03-29 21:35:52.851943,0.082724
176,random,0.25,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:52.864274,2025-03-29 21:35:52.967345,0.103071
177,fastml,auto,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:52.979770,2025-03-29 21:35:53.071635,0.091865
178,fastml,0,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:53.083938,2025-03-29 21:35:53.136788,0.05285
179,gaussiancopula,0.5,onesidedselection,0,-1.0,COMPLETE,2025-03-29 21:35:53.149130,2025-03-29 21:35:53.233533,0.084403
180,ctgan,2,instancehardness,0,-1.0,COMPLETE,2025-03-29 21:35:53.246009,2025-03-29 21:35:53.332172,0.086163
181,ctgan,2,editednn,auto,-1.0,COMPLETE,2025-03-29 21:35:53.354630,2025-03-29 21:35:53.442017,0.087387
182,smote,0,clustercentroid,0.125,-1.0,COMPLETE,2025-03-29 21:35:53.464311,2025-03-29 21:35:53.511505,0.047194
183,smote,0,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 21:35:53.524735,2025-03-29 21:35:53.570507,0.045772
184,ctgan,0.25,editednn,0,-1.0,COMPLETE,2025-03-29 21:35:53.582528,2025-03-29 21:35:53.667234,0.084706
185,adasyn,0.5,clustercentroid,0,-1.0,COMPLETE,2025-03-29 21:35:53.689710,2025-03-29 21:35:53.770999,0.081289
186,tvae,1,instancehardness,0,-1.0,COMPLETE,2025-03-29 21:35:53.783552,2025-03-29 21:35:53.868565,0.085013
187,smote,0,clustercentroid,auto,-1.0,COMPLETE,2025-03-29 21:35:53.891260,2025-03-29 21:35:53.939296,0.048036
188,adasyn,0.25,condensednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:53.951528,2025-03-29 21:35:54.006356,0.054828
189,ctgan,0,editednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:54.019204,2025-03-29 21:35:54.104956,0.085752
190,adasyn,auto,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:54.117038,2025-03-29 21:35:54.206780,0.089742
191,tvae,0.25,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:54.218832,2025-03-29 21:35:54.302325,0.083493
192,adasyn,0.25,nearmiss,0.5,-1.0,COMPLETE,2025-03-29 21:35:54.325153,2025-03-29 21:35:54.377913,0.05276
193,ctgan,0.5,clustercentroid,0.0625,-1.0,COMPLETE,2025-03-29 21:35:54.390570,2025-03-29 21:35:54.478331,0.087761
194,random,2,condensednn,0.25,-1.0,COMPLETE,2025-03-29 21:35:54.500249,2025-03-29 21:35:54.570197,0.069948
195,ctgan,auto,onesidedselection,0,-1.0,COMPLETE,2025-03-29 21:35:54.583324,2025-03-29 21:35:54.670439,0.087115
196,smote,0.5,tomeklinks,0,-1.0,COMPLETE,2025-03-29 21:35:54.692909,2025-03-29 21:35:54.773402,0.080493
197,copulagan,1,clustercentroid,0.5,-1.0,COMPLETE,2025-03-29 21:35:54.786078,2025-03-29 21:35:55.131933,0.345855
198,random,0.25,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:55.144056,2025-03-29 21:35:55.210798,0.066742
199,copulagan,1,condensednn,0.125,-1.0,COMPLETE,2025-03-29 21:35:55.222816,2025-03-29 21:35:55.561350,0.338534
200,copulagan,2,condensednn,auto,-1.0,COMPLETE,2025-03-29 21:35:55.573707,2025-03-29 21:35:55.907854,0.334147
201,smote,1,editednn,0,-1.0,COMPLETE,2025-03-29 21:35:55.920109,2025-03-29 21:35:55.997694,0.077585
202,ctgan,0.25,instancehardness,0.5,-1.0,COMPLETE,2025-03-29 21:35:56.010051,2025-03-29 21:35:56.094416,0.084365
203,fastml,0.25,random,auto,-1.0,COMPLETE,2025-03-29 21:35:56.117436,2025-03-29 21:35:56.206592,0.089156
204,gaussiancopula,1,random,0.5,-1.0,COMPLETE,2025-03-29 21:35:56.218711,2025-03-29 21:35:56.306586,0.087875
205,fastml,1,tomeklinks,auto,-1.0,COMPLETE,2025-03-29 21:35:56.318930,2025-03-29 21:35:56.374998,0.056068
206,fastml,0.5,random,0.0625,-1.0,COMPLETE,2025-03-29 21:35:56.387405,2025-03-29 21:35:56.483840,0.096435
207,tvae,0.5,instancehardness,0.25,-1.0,COMPLETE,2025-03-29 21:35:56.496203,2025-03-29 21:35:56.582413,0.08621
208,gaussiancopula,auto,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 21:35:56.604701,2025-03-29 21:35:56.661033,0.056332
209,smote,2,tomeklinks,0,-1.0,COMPLETE,2025-03-29 21:35:56.673211,2025-03-29 21:35:56.755566,0.082355
