trial_id,oversampling_method,oversampling_threshold,undersampling_method,undersampling_threshold,value,state,start_time,complete_time,total_time
560,ctgan,0,instancehardness,0.25,0.9763580747443754,COMPLETE,2025-03-29 08:36:43.044953,2025-03-29 08:36:58.329054,15.284101
561,fastml,auto,clustercentroid,0.25,0.9848321084847547,COMPLETE,2025-03-29 08:36:58.345691,2025-03-29 08:37:21.117364,22.771673
562,tvae,auto,random,0.25,0.987038663735101,COMPLETE,2025-03-29 08:37:21.129610,2025-03-29 08:37:36.369035,15.239425
563,tvae,1,clustercentroid,auto,0.9935064935064936,COMPLETE,2025-03-29 08:37:36.381474,2025-03-29 08:37:58.067397,21.685923
564,ctgan,auto,condensednn,0.5,0.6282040340090724,COMPLETE,2025-03-29 08:37:58.081945,2025-03-29 08:38:11.033913,12.951968
565,tvae,0.25,editednn,0.5,0.9827173545952453,COMPLETE,2025-03-29 08:38:11.061282,2025-03-29 08:38:27.295968,16.234686
566,gaussiancopula,1,tomeklinks,auto,0.9848535303080758,COMPLETE,2025-03-29 08:38:27.317645,2025-03-29 08:38:44.613490,17.295845
567,gaussiancopula,auto,onesidedselection,0,0.9913421468043316,COMPLETE,2025-03-29 08:38:44.625224,2025-03-29 08:38:59.554038,14.928814
568,adasyn,2,onesidedselection,0.125,-1.0,COMPLETE,2025-03-29 08:38:59.565707,2025-03-29 08:38:59.621096,0.055389
569,tvae,2,editednn,0,0.9869457197202036,COMPLETE,2025-03-29 08:38:59.631992,2025-03-29 08:39:15.609259,15.977267
570,adasyn,0,tomeklinks,0.25,0.984768810218344,COMPLETE,2025-03-29 08:39:15.630423,2025-03-29 08:39:30.874191,15.243768
571,gaussiancopula,0,random,0,-1.0,ERROR,,,0.0
572,fastml,0,clustercentroid,0.0625,0.9891626891626891,COMPLETE,2025-03-29 08:39:45.674913,2025-03-29 08:40:07.136765,21.461852
573,copulagan,1,instancehardness,0.25,0.9870257379972729,COMPLETE,2025-03-29 08:40:07.153280,2025-03-29 08:40:24.994157,17.840877
574,gaussiancopula,0.5,editednn,0,0.9913421468043316,COMPLETE,2025-03-29 08:40:25.006202,2025-03-29 08:40:39.933945,14.927743
575,tvae,0,clustercentroid,auto,0.9891626891626891,COMPLETE,2025-03-29 08:40:39.946847,2025-03-29 08:41:01.628905,21.682058
576,smote,0.5,nearmiss,0.125,0.9869494027026645,COMPLETE,2025-03-29 08:41:01.654230,2025-03-29 08:41:15.583797,13.929567
577,random,auto,onesidedselection,0,0.98916403461858,COMPLETE,2025-03-29 08:41:15.604543,2025-03-29 08:41:31.221975,15.617432
578,copulagan,2,random,0.5,0.9935066489688338,COMPLETE,2025-03-29 08:41:31.233733,2025-03-29 08:41:48.765570,17.531837
579,adasyn,0.5,instancehardness,0.0625,-1.0,COMPLETE,2025-03-29 08:41:48.776944,2025-03-29 08:41:48.833194,0.05625
580,smote,0.5,clustercentroid,0.25,0.9935066489688338,COMPLETE,2025-03-29 08:41:48.843967,2025-03-29 08:42:10.824865,21.980898
581,copulagan,auto,tomeklinks,0.5,0.9826197196288691,COMPLETE,2025-03-29 08:42:10.846423,2025-03-29 08:42:29.878784,19.032361
582,tvae,0,clustercentroid,0.125,0.9891626891626891,COMPLETE,2025-03-29 08:42:29.899765,2025-03-29 08:42:51.706779,21.807014
583,copulagan,auto,instancehardness,0,0.9848186793619221,COMPLETE,2025-03-29 08:42:51.722728,2025-03-29 08:43:08.392177,16.669449
584,adasyn,0,random,0.5,0.993502999650116,COMPLETE,2025-03-29 08:43:08.408724,2025-03-29 08:43:24.861358,16.452634
585,smote,2,onesidedselection,0.25,0.9804990292603718,COMPLETE,2025-03-29 08:43:24.873017,2025-03-29 08:43:37.795902,12.922885
586,fastml,0.5,condensednn,0.5,0.6002126634042212,COMPLETE,2025-03-29 08:43:37.817777,2025-03-29 08:43:50.625209,12.807432
587,fastml,0.25,editednn,auto,0.971725977129174,COMPLETE,2025-03-29 08:43:50.636722,2025-03-29 08:44:06.311155,15.674433
588,adasyn,1,editednn,0.25,-1.0,COMPLETE,2025-03-29 08:44:06.332150,2025-03-29 08:44:06.386855,0.054705
589,random,2,condensednn,0.25,0.6002264619994727,COMPLETE,2025-03-29 08:44:06.397704,2025-03-29 08:44:18.471971,12.074267
590,adasyn,2,tomeklinks,0.125,-1.0,COMPLETE,2025-03-29 08:44:18.483322,2025-03-29 08:44:18.540002,0.05668
591,smote,0.25,editednn,0.5,0.9848822012062426,COMPLETE,2025-03-29 08:44:18.551444,2025-03-29 08:44:33.026934,14.47549
592,fastml,0.25,condensednn,0.5,0.6002126634042212,COMPLETE,2025-03-29 08:44:33.052563,2025-03-29 08:44:45.820540,12.767977
593,ctgan,0.5,condensednn,0.25,0.6282040340090724,COMPLETE,2025-03-29 08:44:45.831770,2025-03-29 08:44:58.886592,13.054822
594,ctgan,2,instancehardness,0,0.9782971627011856,COMPLETE,2025-03-29 08:44:58.907819,2025-03-29 08:45:16.033275,17.125456
595,copulagan,auto,clustercentroid,0.0625,0.9739098244963075,COMPLETE,2025-03-29 08:45:16.044561,2025-03-29 08:45:39.927642,23.883081
596,tvae,2,instancehardness,0.125,0.9826641023852425,COMPLETE,2025-03-29 08:45:39.939481,2025-03-29 08:45:56.836939,16.897458
597,random,0.25,editednn,0.5,0.9849285252035781,COMPLETE,2025-03-29 08:45:56.848938,2025-03-29 08:46:13.703938,16.855
598,adasyn,0,clustercentroid,0.0625,0.9891626891626891,COMPLETE,2025-03-29 08:46:13.716062,2025-03-29 08:46:35.219526,21.503464
599,ctgan,1,onesidedselection,0.125,0.9782982230708627,COMPLETE,2025-03-29 08:46:35.231350,2025-03-29 08:46:51.134976,15.903626
600,adasyn,0.5,editednn,0.5,-1.0,COMPLETE,2025-03-29 08:46:51.160319,2025-03-29 08:46:51.215202,0.054883
601,gaussiancopula,2,clustercentroid,0.125,0.9870058877332495,COMPLETE,2025-03-29 08:46:51.226011,2025-03-29 08:47:14.113186,22.887175
602,copulagan,0,nearmiss,0,-1.0,ERROR,,,0.0
603,ctgan,2,clustercentroid,0.0625,0.9782569445361456,COMPLETE,2025-03-29 08:47:28.890468,2025-03-29 08:47:52.220804,23.330336
604,tvae,1,nearmiss,0.125,0.9826747146507947,COMPLETE,2025-03-29 08:47:52.233943,2025-03-29 08:48:08.667503,16.43356
605,tvae,0.25,condensednn,0,0.9869457197202036,COMPLETE,2025-03-29 08:48:08.679688,2025-03-29 08:48:24.841605,16.161917
606,gaussiancopula,0.5,onesidedselection,auto,0.9783653319196244,COMPLETE,2025-03-29 08:48:24.853109,2025-03-29 08:48:39.706662,14.853553
607,ctgan,2,clustercentroid,0.125,0.9782569445361456,COMPLETE,2025-03-29 08:48:39.719195,2025-03-29 08:49:02.861609,23.142414
608,random,0.5,random,auto,0.9891668172659909,COMPLETE,2025-03-29 08:49:02.882773,2025-03-29 08:49:19.821792,16.939019
609,tvae,2,editednn,0.125,0.9827173545952453,COMPLETE,2025-03-29 08:49:19.843286,2025-03-29 08:49:36.493191,16.649905
610,fastml,1,tomeklinks,0.125,0.9827175859688069,COMPLETE,2025-03-29 08:49:36.514066,2025-03-29 08:49:51.889091,15.375025
611,tvae,0,clustercentroid,0.25,0.9891626891626891,COMPLETE,2025-03-29 08:49:51.915203,2025-03-29 08:50:13.663075,21.747872
612,random,0.25,random,auto,0.9891668172659909,COMPLETE,2025-03-29 08:50:13.674736,2025-03-29 08:50:30.528276,16.85354
613,fastml,auto,instancehardness,0,0.9847832082520709,COMPLETE,2025-03-29 08:50:30.549637,2025-03-29 08:50:45.822594,15.272957
614,fastml,0.25,instancehardness,0,0.9847832082520709,COMPLETE,2025-03-29 08:50:45.844947,2025-03-29 08:51:00.911706,15.066759
615,smote,0.5,tomeklinks,auto,0.9805547907596056,COMPLETE,2025-03-29 08:51:00.932818,2025-03-29 08:51:16.943481,16.010663
616,tvae,0.5,onesidedselection,0.5,0.9805080849157983,COMPLETE,2025-03-29 08:51:16.964772,2025-03-29 08:51:32.551497,15.586725
617,fastml,2,condensednn,0.0625,0.6002126634042212,COMPLETE,2025-03-29 08:51:32.572910,2025-03-29 08:51:45.324099,12.751189
618,tvae,0.25,random,0.125,0.987038663735101,COMPLETE,2025-03-29 08:51:45.335564,2025-03-29 08:52:00.508849,15.173285
619,fastml,auto,condensednn,auto,0.6002126634042212,COMPLETE,2025-03-29 08:52:00.520542,2025-03-29 08:52:13.391285,12.870743
620,ctgan,1,random,0.5,0.9891823765397848,COMPLETE,2025-03-29 08:52:13.402970,2025-03-29 08:52:30.364700,16.96173
621,gaussiancopula,0.25,instancehardness,0.5,0.9848435926094576,COMPLETE,2025-03-29 08:52:30.386483,2025-03-29 08:52:46.714936,16.328453
622,fastml,0.25,tomeklinks,0.0625,0.9827175859688069,COMPLETE,2025-03-29 08:52:46.736394,2025-03-29 08:53:02.124918,15.388524
623,ctgan,1,instancehardness,0.125,0.9892084292555944,COMPLETE,2025-03-29 08:53:02.136826,2025-03-29 08:53:20.962258,18.825432
624,adasyn,0.25,editednn,0.5,-1.0,COMPLETE,2025-03-29 08:53:20.983620,2025-03-29 08:53:21.039244,0.055624
625,copulagan,1,onesidedselection,0.125,0.984768810218344,COMPLETE,2025-03-29 08:53:21.049945,2025-03-29 08:53:38.285567,17.235622
626,gaussiancopula,0,condensednn,0.25,0.6203396548154443,COMPLETE,2025-03-29 08:53:38.306434,2025-03-29 08:53:50.003030,11.696596
627,adasyn,0,tomeklinks,0.5,0.984768810218344,COMPLETE,2025-03-29 08:53:50.014489,2025-03-29 08:54:05.419647,15.405158
628,adasyn,auto,condensednn,0.0625,-1.0,COMPLETE,2025-03-29 08:54:05.440968,2025-03-29 08:54:05.496971,0.056003
629,adasyn,auto,condensednn,0.125,-1.0,COMPLETE,2025-03-29 08:54:05.507892,2025-03-29 08:54:05.564220,0.056328
630,random,0.5,editednn,auto,0.9849285252035781,COMPLETE,2025-03-29 08:54:05.575170,2025-03-29 08:54:22.189469,16.614299
631,smote,0.25,instancehardness,0.0625,0.9870488319531496,COMPLETE,2025-03-29 08:54:22.201896,2025-03-29 08:54:38.605786,16.40389
632,adasyn,2,editednn,0.125,-1.0,COMPLETE,2025-03-29 08:54:38.626642,2025-03-29 08:54:38.684461,0.057819
633,random,0.25,nearmiss,0.0625,0.984870501399427,COMPLETE,2025-03-29 08:54:38.695416,2025-03-29 08:54:54.249195,15.553779
634,copulagan,2,instancehardness,auto,0.9870257379972729,COMPLETE,2025-03-29 08:54:54.260591,2025-03-29 08:55:12.136152,17.875561
635,random,auto,instancehardness,0,0.98916403461858,COMPLETE,2025-03-29 08:55:12.148173,2025-03-29 08:55:27.843890,15.695717
636,fastml,1,condensednn,0,0.9847832082520709,COMPLETE,2025-03-29 08:55:27.855286,2025-03-29 08:55:42.901901,15.046615
637,adasyn,0.25,onesidedselection,0.25,-1.0,COMPLETE,2025-03-29 08:55:42.922857,2025-03-29 08:55:42.981665,0.058808
638,smote,1,random,auto,0.9891935575896289,COMPLETE,2025-03-29 08:55:42.992758,2025-03-29 08:55:57.604486,14.611728
639,fastml,0,onesidedselection,0.0625,0.9783357579867517,COMPLETE,2025-03-29 08:55:57.615844,2025-03-29 08:56:10.578679,12.962835
640,gaussiancopula,0,instancehardness,0.5,0.9763580747443754,COMPLETE,2025-03-29 08:56:10.590532,2025-03-29 08:56:25.790472,15.19994
641,gaussiancopula,1,editednn,0,0.9913421468043316,COMPLETE,2025-03-29 08:56:25.815959,2025-03-29 08:56:40.419875,14.603916
642,random,0,tomeklinks,0.125,0.984768810218344,COMPLETE,2025-03-29 08:56:40.440630,2025-03-29 08:56:55.765227,15.324597
643,ctgan,2,nearmiss,auto,0.9891604499066595,COMPLETE,2025-03-29 08:56:55.786473,2025-03-29 08:57:14.243478,18.457005
644,tvae,auto,instancehardness,auto,0.9826641023852425,COMPLETE,2025-03-29 08:57:14.264342,2025-03-29 08:57:30.630680,16.366338
645,ctgan,1,instancehardness,auto,0.9892084292555944,COMPLETE,2025-03-29 08:57:30.656128,2025-03-29 08:57:49.314286,18.658158
646,smote,2,editednn,0.0625,0.9848822012062426,COMPLETE,2025-03-29 08:57:49.327083,2025-03-29 08:58:03.976281,14.649198
647,ctgan,0.5,clustercentroid,0.125,0.9782569445361456,COMPLETE,2025-03-29 08:58:03.997067,2025-03-29 08:58:26.994228,22.997161
648,adasyn,2,condensednn,auto,-1.0,COMPLETE,2025-03-29 08:58:27.015692,2025-03-29 08:58:27.072018,0.056326
649,random,2,random,0.125,0.9891668172659909,COMPLETE,2025-03-29 08:58:27.082276,2025-03-29 08:58:43.480813,16.398537
650,fastml,0,editednn,0.5,0.9784313187068703,COMPLETE,2025-03-29 08:58:43.492153,2025-03-29 08:58:58.003606,14.511453
651,ctgan,auto,random,0.25,0.9891823765397848,COMPLETE,2025-03-29 08:58:58.015797,2025-03-29 08:59:14.974095,16.958298
652,smote,0.25,instancehardness,auto,0.9870488319531496,COMPLETE,2025-03-29 08:59:14.986556,2025-03-29 08:59:31.128580,16.142024
653,tvae,0,random,0.125,0.993502999650116,COMPLETE,2025-03-29 08:59:31.149615,2025-03-29 08:59:47.114464,15.964849
654,random,0.5,random,0.25,0.9891668172659909,COMPLETE,2025-03-29 08:59:47.135182,2025-03-29 09:00:03.579215,16.444033
655,gaussiancopula,1,editednn,auto,0.9805140860350166,COMPLETE,2025-03-29 09:00:03.600392,2025-03-29 09:00:18.817096,15.216704
656,gaussiancopula,0.25,condensednn,0,0.9913421468043316,COMPLETE,2025-03-29 09:00:18.829480,2025-03-29 09:00:33.552321,14.722841
657,tvae,0.5,editednn,0.25,0.9827173545952453,COMPLETE,2025-03-29 09:00:33.573302,2025-03-29 09:00:49.814557,16.241255
658,random,auto,editednn,0.125,0.9849285252035781,COMPLETE,2025-03-29 09:00:49.827987,2025-03-29 09:01:06.469273,16.641286
659,tvae,auto,onesidedselection,auto,0.9805080849157983,COMPLETE,2025-03-29 09:01:06.480867,2025-03-29 09:01:22.107863,15.626996
660,tvae,0.25,onesidedselection,0.125,0.9805080849157983,COMPLETE,2025-03-29 09:01:22.120149,2025-03-29 09:01:37.557814,15.437665
661,fastml,0.5,condensednn,0.25,0.6002126634042212,COMPLETE,2025-03-29 09:01:37.579191,2025-03-29 09:01:50.237617,12.658426
662,copulagan,0.25,random,0.5,0.9935066489688338,COMPLETE,2025-03-29 09:01:50.249621,2025-03-29 09:02:07.429215,17.179594
663,tvae,1,clustercentroid,0.125,0.9935064935064936,COMPLETE,2025-03-29 09:02:07.441767,2025-03-29 09:02:28.845227,21.40346
664,gaussiancopula,0.5,editednn,0.5,0.9805140860350166,COMPLETE,2025-03-29 09:02:28.861749,2025-03-29 09:02:43.937940,15.076191
665,random,2,instancehardness,auto,0.9891907860322813,COMPLETE,2025-03-29 09:02:43.959418,2025-03-29 09:02:58.212685,14.253267
666,random,1,random,0.5,0.9891668172659909,COMPLETE,2025-03-29 09:02:58.235169,2025-03-29 09:03:14.918383,16.683214
667,ctgan,1,clustercentroid,0,0.9782971627011856,COMPLETE,2025-03-29 09:03:14.939658,2025-03-29 09:03:32.032759,17.093101
668,gaussiancopula,0.25,nearmiss,auto,0.9806037080590027,COMPLETE,2025-03-29 09:03:32.044635,2025-03-29 09:03:49.999498,17.954863
669,gaussiancopula,0.25,editednn,auto,0.9805140860350166,COMPLETE,2025-03-29 09:03:50.020688,2025-03-29 09:04:05.203022,15.182334
670,random,2,random,0.5,0.9891668172659909,COMPLETE,2025-03-29 09:04:05.214773,2025-03-29 09:04:22.082915,16.868142
671,gaussiancopula,auto,instancehardness,0.25,0.9848435926094576,COMPLETE,2025-03-29 09:04:22.104289,2025-03-29 09:04:37.821814,15.717525
672,smote,0,editednn,0,-1.0,ERROR,,,0.0
673,tvae,0.25,nearmiss,0,0.9869457197202036,COMPLETE,2025-03-29 09:04:52.417936,2025-03-29 09:05:08.682525,16.264589
674,fastml,auto,editednn,auto,0.971725977129174,COMPLETE,2025-03-29 09:05:08.698941,2025-03-29 09:05:24.260873,15.561932
675,adasyn,auto,instancehardness,0.0625,-1.0,COMPLETE,2025-03-29 09:05:24.282081,2025-03-29 09:05:24.339937,0.057856
676,ctgan,0.25,condensednn,auto,0.6282040340090724,COMPLETE,2025-03-29 09:05:24.350921,2025-03-29 09:05:37.359243,13.008322
677,fastml,0,tomeklinks,0.25,0.984768810218344,COMPLETE,2025-03-29 09:05:37.380906,2025-03-29 09:05:52.935277,15.554371
678,random,1,tomeklinks,auto,0.9848926054293577,COMPLETE,2025-03-29 09:05:52.956609,2025-03-29 09:06:08.482602,15.525993
679,tvae,0.25,editednn,0.125,0.9827173545952453,COMPLETE,2025-03-29 09:06:08.495158,2025-03-29 09:06:24.894320,16.399162
680,smote,1,nearmiss,0.25,0.9869494027026645,COMPLETE,2025-03-29 09:06:24.915411,2025-03-29 09:06:38.772388,13.856977
681,adasyn,1,condensednn,auto,-1.0,COMPLETE,2025-03-29 09:06:38.793783,2025-03-29 09:06:38.852939,0.059156
682,copulagan,1,tomeklinks,0,0.9848186793619221,COMPLETE,2025-03-29 09:06:38.864022,2025-03-29 09:06:55.555143,16.691121
683,gaussiancopula,2,clustercentroid,auto,0.9870058877332495,COMPLETE,2025-03-29 09:06:55.577664,2025-03-29 09:07:18.769907,23.192243
684,copulagan,0,condensednn,0.25,0.6203396548154443,COMPLETE,2025-03-29 09:07:18.784230,2025-03-29 09:07:30.520454,11.736224
685,smote,0.5,editednn,0.0625,0.9848822012062426,COMPLETE,2025-03-29 09:07:30.546913,2025-03-29 09:07:45.113814,14.566901
686,ctgan,auto,random,0.0625,0.9891823765397848,COMPLETE,2025-03-29 09:07:45.130691,2025-03-29 09:08:01.950860,16.820169
687,copulagan,auto,condensednn,auto,0.5906562194317295,COMPLETE,2025-03-29 09:08:01.962404,2025-03-29 09:08:15.366597,13.404193
688,smote,auto,clustercentroid,0.125,0.9935066489688338,COMPLETE,2025-03-29 09:08:15.387806,2025-03-29 09:08:37.034175,21.646369
689,fastml,auto,onesidedselection,0.0625,0.9848589721253914,COMPLETE,2025-03-29 09:08:37.056367,2025-03-29 09:08:52.488495,15.432128
690,random,0.25,onesidedselection,0.125,0.9783747611716287,COMPLETE,2025-03-29 09:08:52.509579,2025-03-29 09:09:05.700735,13.191156
691,random,auto,instancehardness,0.0625,0.9891907860322813,COMPLETE,2025-03-29 09:09:05.722246,2025-03-29 09:09:19.902563,14.180317
692,ctgan,auto,editednn,0,0.9782971627011856,COMPLETE,2025-03-29 09:09:19.924212,2025-03-29 09:09:37.234350,17.310138
693,adasyn,1,clustercentroid,0.0625,-1.0,COMPLETE,2025-03-29 09:09:37.255594,2025-03-29 09:09:37.314151,0.058557
694,fastml,2,random,0,0.9847832082520709,COMPLETE,2025-03-29 09:09:37.325139,2025-03-29 09:09:52.359501,15.034362
695,smote,1,condensednn,0.0625,0.613993656688675,COMPLETE,2025-03-29 09:09:52.380903,2025-03-29 09:10:03.780738,11.399835
696,adasyn,0.5,condensednn,0.5,-1.0,COMPLETE,2025-03-29 09:10:03.792377,2025-03-29 09:10:03.851231,0.058854
697,fastml,auto,nearmiss,0.5,0.9848225341252012,COMPLETE,2025-03-29 09:10:03.863347,2025-03-29 09:10:19.043708,15.180361
698,fastml,0.25,tomeklinks,0,0.9847832082520709,COMPLETE,2025-03-29 09:10:19.069705,2025-03-29 09:10:34.197507,15.127802
699,adasyn,2,editednn,0.25,-1.0,COMPLETE,2025-03-29 09:10:34.218763,2025-03-29 09:10:34.277464,0.058701
700,gaussiancopula,auto,clustercentroid,0.5,0.9870058877332495,COMPLETE,2025-03-29 09:10:34.288580,2025-03-29 09:10:57.341413,23.052833
701,smote,1,random,0.5,0.9891935575896289,COMPLETE,2025-03-29 09:10:57.353908,2025-03-29 09:11:11.956787,14.602879
702,fastml,auto,tomeklinks,0.0625,0.9827175859688069,COMPLETE,2025-03-29 09:11:11.973142,2025-03-29 09:11:27.408973,15.435831
703,tvae,0,clustercentroid,0,-1.0,ERROR,,,0.0
704,tvae,0.25,condensednn,0.5,0.5908175895849778,COMPLETE,2025-03-29 09:11:42.141696,2025-03-29 09:11:53.415644,11.273948
705,ctgan,0,nearmiss,0.5,0.9892179705155923,COMPLETE,2025-03-29 09:11:53.428595,2025-03-29 09:12:09.421219,15.992624
706,random,0.25,nearmiss,auto,0.984870501399427,COMPLETE,2025-03-29 09:12:09.447966,2025-03-29 09:12:24.754306,15.30634
707,gaussiancopula,auto,tomeklinks,0.5,0.9848535303080758,COMPLETE,2025-03-29 09:12:24.776043,2025-03-29 09:12:41.872820,17.096777
708,smote,0,random,auto,0.993502999650116,COMPLETE,2025-03-29 09:12:41.884459,2025-03-29 09:12:58.225001,16.340542
709,tvae,2,clustercentroid,0.5,0.9935064935064936,COMPLETE,2025-03-29 09:12:58.246015,2025-03-29 09:13:19.871428,21.625413
710,ctgan,0.5,editednn,0.125,0.9805539716227228,COMPLETE,2025-03-29 09:13:19.892489,2025-03-29 09:13:35.823581,15.931092
711,gaussiancopula,0,clustercentroid,auto,0.9891626891626891,COMPLETE,2025-03-29 09:13:35.844357,2025-03-29 09:13:57.184901,21.340544
712,fastml,0,tomeklinks,0.5,0.984768810218344,COMPLETE,2025-03-29 09:13:57.196311,2025-03-29 09:14:12.667732,15.471421
713,gaussiancopula,1,nearmiss,0.25,0.9806037080590027,COMPLETE,2025-03-29 09:14:12.688918,2025-03-29 09:14:30.366495,17.677577
714,gaussiancopula,0,editednn,0,-1.0,ERROR,,,0.0
715,gaussiancopula,auto,random,auto,0.98916403461858,COMPLETE,2025-03-29 09:14:44.951474,2025-03-29 09:15:00.985194,16.03372
716,smote,0,nearmiss,0.125,0.9892179705155923,COMPLETE,2025-03-29 09:15:01.007062,2025-03-29 09:15:16.931823,15.924761
717,gaussiancopula,auto,editednn,0.125,0.9805140860350166,COMPLETE,2025-03-29 09:15:16.953401,2025-03-29 09:15:31.951706,14.998305
718,adasyn,0.5,instancehardness,0.25,-1.0,COMPLETE,2025-03-29 09:15:31.963106,2025-03-29 09:15:32.022157,0.059051
719,gaussiancopula,0.25,random,0.25,0.98916403461858,COMPLETE,2025-03-29 09:15:32.032894,2025-03-29 09:15:48.241635,16.208741
720,smote,2,onesidedselection,0.5,0.9804990292603718,COMPLETE,2025-03-29 09:15:48.262615,2025-03-29 09:16:01.321129,13.058514
721,random,0,nearmiss,0.0625,0.9892179705155923,COMPLETE,2025-03-29 09:16:01.341970,2025-03-29 09:16:17.306893,15.964923
722,ctgan,0,condensednn,0.25,0.6203396548154443,COMPLETE,2025-03-29 09:16:17.328890,2025-03-29 09:16:29.065599,11.736709
723,tvae,0,condensednn,0.25,0.6203396548154443,COMPLETE,2025-03-29 09:16:29.087861,2025-03-29 09:16:40.897494,11.809633
724,gaussiancopula,0,nearmiss,0.0625,0.9892179705155923,COMPLETE,2025-03-29 09:16:40.911187,2025-03-29 09:16:56.743725,15.832538
725,gaussiancopula,0,editednn,0.125,0.9784313187068703,COMPLETE,2025-03-29 09:16:56.757189,2025-03-29 09:17:11.103240,14.346051
726,ctgan,0,tomeklinks,auto,0.984768810218344,COMPLETE,2025-03-29 09:17:11.115753,2025-03-29 09:17:26.408657,15.292904
727,fastml,1,instancehardness,0.0625,0.9848239453080575,COMPLETE,2025-03-29 09:17:26.429641,2025-03-29 09:17:43.158568,16.728927
728,gaussiancopula,0.5,condensednn,0,0.9913421468043316,COMPLETE,2025-03-29 09:17:43.170622,2025-03-29 09:17:57.974682,14.80406
729,fastml,1,nearmiss,0.0625,0.9848225341252012,COMPLETE,2025-03-29 09:17:57.995942,2025-03-29 09:18:13.187528,15.191586
730,tvae,1,tomeklinks,0.125,0.9805245259790715,COMPLETE,2025-03-29 09:18:13.198804,2025-03-29 09:18:30.942052,17.743248
731,tvae,auto,tomeklinks,0.125,0.9805245259790715,COMPLETE,2025-03-29 09:18:30.953886,2025-03-29 09:18:48.591120,17.637234
732,random,0,tomeklinks,0,-1.0,ERROR,,,0.0
733,random,auto,tomeklinks,0,0.98916403461858,COMPLETE,2025-03-29 09:19:03.299500,2025-03-29 09:19:19.174802,15.875302
734,fastml,0.25,onesidedselection,0.5,0.9848589721253914,COMPLETE,2025-03-29 09:19:19.186693,2025-03-29 09:19:34.434473,15.24778
735,smote,0,clustercentroid,auto,0.9891626891626891,COMPLETE,2025-03-29 09:19:34.446359,2025-03-29 09:19:55.827434,21.381075
736,gaussiancopula,auto,editednn,0.5,0.9805140860350166,COMPLETE,2025-03-29 09:19:55.848878,2025-03-29 09:20:11.222278,15.3734
737,copulagan,1,random,0.25,0.9935066489688338,COMPLETE,2025-03-29 09:20:11.234007,2025-03-29 09:20:28.635261,17.401254
738,copulagan,2,tomeklinks,0.125,0.9826197196288691,COMPLETE,2025-03-29 09:20:28.656729,2025-03-29 09:20:48.148113,19.491384
739,gaussiancopula,0.5,editednn,0.125,0.9805140860350166,COMPLETE,2025-03-29 09:20:48.169410,2025-03-29 09:21:03.328840,15.15943
740,gaussiancopula,2,random,0.0625,0.98916403461858,COMPLETE,2025-03-29 09:21:03.340804,2025-03-29 09:21:19.734634,16.39383
741,fastml,0.5,nearmiss,auto,0.9848225341252012,COMPLETE,2025-03-29 09:21:19.755936,2025-03-29 09:21:35.036276,15.28034
742,gaussiancopula,2,random,auto,0.98916403461858,COMPLETE,2025-03-29 09:21:35.062320,2025-03-29 09:21:51.352702,16.290382
743,gaussiancopula,auto,editednn,0.0625,0.9805140860350166,COMPLETE,2025-03-29 09:21:51.374133,2025-03-29 09:22:06.570498,15.196365
744,adasyn,0.25,nearmiss,0,-1.0,COMPLETE,2025-03-29 09:22:06.581905,2025-03-29 09:22:06.640583,0.058678
745,copulagan,0.5,instancehardness,0.25,0.9870257379972729,COMPLETE,2025-03-29 09:22:06.651874,2025-03-29 09:22:24.594949,17.943075
746,random,0.5,onesidedselection,0.25,0.9783747611716287,COMPLETE,2025-03-29 09:22:24.606390,2025-03-29 09:22:37.699567,13.093177
747,fastml,0.25,random,0.25,0.991343141164981,COMPLETE,2025-03-29 09:22:37.720660,2025-03-29 09:22:53.834042,16.113382
748,smote,0.25,condensednn,0.5,0.613993656688675,COMPLETE,2025-03-29 09:22:53.855269,2025-03-29 09:23:05.206001,11.350732
749,fastml,0.5,random,0.25,0.991343141164981,COMPLETE,2025-03-29 09:23:05.218093,2025-03-29 09:23:21.137101,15.919008
750,random,2,editednn,0.25,0.9849285252035781,COMPLETE,2025-03-29 09:23:21.158320,2025-03-29 09:23:37.687969,16.529649
751,fastml,2,nearmiss,0.0625,0.9848225341252012,COMPLETE,2025-03-29 09:23:37.709017,2025-03-29 09:23:52.695170,14.986153
752,adasyn,2,onesidedselection,0.5,-1.0,COMPLETE,2025-03-29 09:23:52.715977,2025-03-29 09:23:52.775146,0.059169
753,copulagan,0,tomeklinks,0,-1.0,ERROR,,,0.0
754,adasyn,1,tomeklinks,0.25,-1.0,COMPLETE,2025-03-29 09:24:07.623873,2025-03-29 09:24:07.682889,0.059016
755,gaussiancopula,2,condensednn,0,0.9913421468043316,COMPLETE,2025-03-29 09:24:07.694479,2025-03-29 09:24:22.671331,14.976852
756,ctgan,auto,tomeklinks,0.5,0.982663952192812,COMPLETE,2025-03-29 09:24:22.693087,2025-03-29 09:24:41.793494,19.100407
757,ctgan,0,condensednn,0.0625,0.6203396548154443,COMPLETE,2025-03-29 09:24:41.805108,2025-03-29 09:24:53.398010,11.592902
758,fastml,1,editednn,0.0625,0.971725977129174,COMPLETE,2025-03-29 09:24:53.419658,2025-03-29 09:25:09.003769,15.584111
759,random,1,nearmiss,0.25,0.984870501399427,COMPLETE,2025-03-29 09:25:09.025402,2025-03-29 09:25:24.491824,15.466422
